A_Index;Ausbaustufe;Baujahr;Besonderheiten;EG_qm;Gesamtqual;Gesamtzustand;Grundstueck_qm;Kellerhoehe;Lage;QualInnenfarbe;Steigung;Umgebaut;Verkaufsjahr;Wohnflaeche_qm;Z_Verkaufspreis
1897;2 Ebenen;2007;;159;Gut;Durchschnitt;1312;Gut;NeuBerlin_A;3;Keine/Kaum;2007;2007;274;216986
1505;1 Ebene;1931;;106;Gut;Gut;714;Durchschnitt;NeuBerlin_C;1;Keine/Kaum;1986;2009;106;76734
2205;1 Ebene;1966;;106;Durchschnitt;Durchschnitt;927;Durchschnitt;NeuBerlin_B;5;Keine/Kaum;1966;2009;106;68949
2280;1 Ebene;1929;;89;Gut;Gut;705;Durchschnitt;NeuBerlin_C;2;Keine/Kaum;1983;2008;89;69270
1716;1 Ebene;1973;;80;Durchschnitt;Durchschnitt;698;Durchschnitt;NeuBerlin_B;1;Keine/Kaum;1973;2012;80;102311
1927;1 Ebene;1989;;101;Gut;Durchschnitt;374;Gut;NeuBerlin_A;4;Keine/Kaum;1989;2007;101;107858
2494;1 Ebene;1953;;96;Durchschnitt;Durchschnitt;858;;NeuBerlin_B;2;Keine/Kaum;1953;2005;96;45964
1640;1 Ebene;1973;;205;Durchschnitt;Durchschnitt;1992;Gut;NeuBerlin_B;5;Keine/Kaum;1992;2013;205;162000
538;1 Ebene;2009;;159;Sehr gut;Durchschnitt;1247;Sehr gut;NeuBerlin_A;5;Keine/Kaum;2010;2011;159;270336
2342;1 Ebene;1938;;83;Schlecht;Durchschnitt;1807;Durchschnitt;NeuBerlin_B;2;Keine/Kaum;1953;2009;83;45039
1748;2 Ebenen;1907;;89;Durchschnitt;Durchschnitt;1052;Durchschnitt;NeuBerlin_C;5;Keine/Kaum;2005;2009;143;87577
2399;2 Ebenen;2001;;88;Gut;Durchschnitt;756;Gut;NeuBerlin_A;5;Keine/Kaum;2002;2012;152;162169
1976;1 Ebene;1989;;120;Gut;Durchschnitt;827;;NeuBerlin_C;3;Keine/Kaum;1989;2005;120;129874
884;1 Ebene;2007;;139;Gut;Durchschnitt;849;Gut;NeuBerlin_B;4;Keine/Kaum;2007;2012;139;161320
1870;1 Ebene;1970;;98;Durchschnitt;Durchschnitt;1139;Durchschnitt;NeuBerlin_C;2;Keine/Kaum;1970;2005;98;86733
2046;2 Ebenen;1942;;56;Durchschnitt;Durchschnitt;606;Durchschnitt;NeuBerlin_C;2;Keine/Kaum;1953;2007;114;81211
1329;2 Ebenen;2006;;70;Gut;Durchschnitt;694;Gut;NeuBerlin_A;5;Keine/Kaum;2007;2009;154;91970
1181;1 Ebene;1957;;88;Durchschnitt;Durchschnitt;1023;Durchschnitt;NeuBerlin_A;2;Keine/Kaum;1957;2007;88;70425
1034;2 Ebenen;2006;;79;Gut;Durchschnitt;854;Gut;NeuBerlin_B;4;Keine/Kaum;2006;2009;159;115936
326;2 Ebenen;2003;;71;Gut;Durchschnitt;212;Gut;NeuBerlin_A;3;Keine/Kaum;2003;2007;146;112300
2404;2 Ebenen;1998;;123;Gut;Durchschnitt;1228;Gut;NeuBerlin_A;1;Keine/Kaum;1998;2007;235;183994
416;1 Ebene;1970;;102;Durchschnitt;Durchschnitt;808;Durchschnitt;NeuBerlin_B;2;Keine/Kaum;1996;2007;102;80576
276;2 Ebenen;1923;;58;Durchschnitt;Durchschnitt;598;Durchschnitt;NeuBerlin_C;1;Keine/Kaum;1953;2006;116;55964
1513;2 Ebenen;2007;;73;Gut;Durchschnitt;1543;Gut;NeuBerlin_A;5;Keine/Kaum;2008;2009;138;102312
1621;1 Ebene;2007;;103;Gut;Durchschnitt;1311;Gut;NeuBerlin_B;2;Keine/Kaum;2008;2012;103;135000
1057;2 Ebenen;2006;;102;Gut;Durchschnitt;1333;Gut;NeuBerlin_A;2;Keine/Kaum;2007;2011;223;232289
1924;1 Ebene;1981;;98;Durchschnitt;Durchschnitt;233;Gut;NeuBerlin_B;4;Keine/Kaum;1981;2008;98;95835
328;1,5 Ebenen;1943;;90;Gut;Gut;964;Durchschnitt;NeuBerlin_B;5;Keine/Kaum;1953;2012;121;135849
1669;1 Ebene;1971;;82;Durchschnitt;Durchschnitt;853;Durchschnitt;NeuBerlin_C;2;Keine/Kaum;1971;2009;82;63945
775;1 Ebene;1984;;171;Gut;Durchschnitt;5028;Sehr gut;NeuBerlin_C;5;Keine/Kaum;1990;2006;171;230442
2472;1 Ebene;2009;;134;Gut;Durchschnitt;752;Gut;NeuBerlin_A;2;Keine/Kaum;2010;2012;134;202499
2588;1 Ebene;1950;;64;Durchschnitt;Sehr gut;943;Durchschnitt;NeuBerlin_A;5;Keine/Kaum;2011;2012;64;100188
2073;1 Ebene;1917;;80;Durchschnitt;Durchschnitt;831;Durchschnitt;NeuBerlin_A;5;Keine/Kaum;1953;2010;80;50629
663;1 Ebene;1965;;160;Durchschnitt;Durchschnitt;1333;Durchschnitt;NeuBerlin_B;5;Keine/Kaum;2004;2013;160;76410
659;1 Ebene;1967;;134;Durchschnitt;Gut;1210;Durchschnitt;NeuBerlin_B;4;Keine/Kaum;1967;2011;134;126557
193;1,5 Ebenen;1944;;80;Durchschnitt;Gut;605;Durchschnitt;NeuBerlin_C;5;Keine/Kaum;1953;2008;113;88101
2483;2 Ebenen;1973;;130;Durchschnitt;Durchschnitt;808;Durchschnitt;NeuBerlin_B;5;Keine/Kaum;1973;2007;224;152303
1571;1 Ebene;1975;;83;Durchschnitt;Durchschnitt;727;Durchschnitt;NeuBerlin_B;1;Keine/Kaum;1975;2012;83;104433
1506;1,5 Ebenen;1943;;68;Durchschnitt;Durchschnitt;1014;Durchschnitt;NeuBerlin_C;1;Keine/Kaum;1953;2008;96;73306
824;1 Ebene;2011;;136;Gut;Durchschnitt;920;Gut;NeuBerlin_B;2;Keine/Kaum;2011;2011;136;192159
166;1 Ebene;1979;;101;Gut;Gut;961;Durchschnitt;NeuBerlin_C;2;Keine/Kaum;1997;2008;172;125763
910;1 Ebene;1979;;160;Durchschnitt;Durchschnitt;1273;Durchschnitt;NeuBerlin_B;1;Keine/Kaum;1979;2006;160;90321
1132;1 Ebene;1999;;120;Durchschnitt;Durchschnitt;292;Gut;NeuBerlin_C;2;Keine/Kaum;2000;2010;120;130728
1755;1 Ebene;1974;;80;Durchschnitt;Durchschnitt;758;Gut;NeuBerlin_B;3;Keine/Kaum;1974;2009;80;68393
2120;1 Ebene;1974;;100;Durchschnitt;Durchschnitt;1260;Durchschnitt;NeuBerlin_B;4;Keine/Kaum;2011;2013;100;134910
1978;1,5 Ebenen;1944;;79;Durchschnitt;Durchschnitt;1237;Durchschnitt;NeuBerlin_C;5;Keine/Kaum;1953;2008;128;86420
614;2 Ebenen;1913;;63;Durchschnitt;Durchschnitt;489;Durchschnitt;NeuBerlin_C;1;Keine/Kaum;2006;2010;126;83877
2151;2 Ebenen;1977;;83;Durchschnitt;Durchschnitt;906;Gut;NeuBerlin_B;2;Keine/Kaum;1977;2011;166;108935
2060;2 Ebenen;1998;;101;Gut;Durchschnitt;914;Gut;NeuBerlin_A;2;Keine/Kaum;1999;2011;191;208259
2591;1,5 Ebenen;1942;;100;Durchschnitt;Durchschnitt;746;Durchschnitt;NeuBerlin_C;3;Keine/Kaum;1953;2009;100;65613
1724;1 Ebene;2007;;184;Gut;Durchschnitt;1675;Sehr gut;NeuBerlin_A;2;Keine/Kaum;2008;2006;184;188543
1426;1 Ebene;2009;;159;Gut;Durchschnitt;1123;Sehr gut;NeuBerlin_A;4;Keine/Kaum;2009;2012;159;216933
220;1,5 Ebenen;1940;;76;Durchschnitt;Gut;608;Durchschnitt;NeuBerlin_C;1;Keine/Kaum;2003;2009;139;87299
359;2 Ebenen;1903;;86;Durchschnitt;Durchschnitt;870;Durchschnitt;NeuBerlin_B;4;Keine/Kaum;1996;2011;201;98522
1121;1,5 Ebenen;1958;;95;Durchschnitt;Gut;723;Durchschnitt;NeuBerlin_B;1;Keine/Kaum;1970;2010;147;113348
2627;2 Ebenen;1995;;108;Gut;Durchschnitt;1336;Gut;NeuBerlin_A;4;Keine/Kaum;2003;2005;213;151331
1307;1 Ebene;1960;;114;Durchschnitt;Durchschnitt;1009;Durchschnitt;NeuBerlin_B;3;Keine/Kaum;1999;2005;114;75920
1069;1,5 Ebenen;1952;;94;Durchschnitt;Gut;1738;Durchschnitt;NeuBerlin_B;3;Keine/Kaum;1953;2013;144;155250
2538;1 Ebene;2008;;106;Gut;Durchschnitt;1316;Gut;NeuBerlin_B;3;Keine/Kaum;2008;2005;106;80465
1783;1,5 Ebenen;1951;;57;Durchschnitt;Durchschnitt;521;Durchschnitt;NeuBerlin_A;1;Keine/Kaum;1953;2009;100;69839
1900;1,5 Ebenen;1925;;116;Durchschnitt;Durchschnitt;1086;Durchschnitt;NeuBerlin_C;4;Keine/Kaum;1953;2010;133;105036
1846;2 Ebenen;1883;;119;Gut;Durchschnitt;2649;;NeuBerlin_B;2;Keine/Kaum;2010;2012;187;111226
1836;1 Ebene;1969;;91;Durchschnitt;Durchschnitt;716;Durchschnitt;NeuBerlin_B;5;Keine/Kaum;1969;2008;91;86924
2353;1,5 Ebenen;1998;;190;Gut;Durchschnitt;1480;Gut;NeuBerlin_A;1;Keine/Kaum;1999;2013;301;369000
1398;2 Ebenen;1996;;92;Durchschnitt;Durchschnitt;964;Gut;NeuBerlin_B;2;Mittel;1997;2005;186;106158
737;2 Ebenen;1913;;76;Durchschnitt;Durchschnitt;702;Gut;NeuBerlin_A;1;Keine/Kaum;1994;2010;125;81233
1932;1 Ebene;1974;;116;Gut;Gut;1111;Durchschnitt;NeuBerlin_B;1;Keine/Kaum;2007;2009;116;80627
290;1,5 Ebenen;1960;;102;Durchschnitt;Durchschnitt;1133;Durchschnitt;NeuBerlin_C;3;Keine/Kaum;1992;2012;166;137122
2267;1 Ebene;1998;;111;Gut;Gut;1127;Gut;NeuBerlin_B;3;Keine/Kaum;1998;2008;111;119374
927;1 Ebene;1929;;69;Durchschnitt;Gut;583;Schlecht;NeuBerlin_C;2;Keine/Kaum;1956;2005;69;45117
2311;1 Ebene;1948;;67;Durchschnitt;Durchschnitt;1243;;NeuBerlin_B;1;Keine/Kaum;1953;2006;67;30938
1615;1,5 Ebenen;1926;;97;Durchschnitt;Durchschnitt;1308;Durchschnitt;NeuBerlin_C;1;Keine/Kaum;2003;2010;171;156421
716;1 Ebene;2007;;128;Gut;Durchschnitt;439;Gut;NeuBerlin_A;3;Keine/Kaum;2007;2007;128;135775
2495;2 Ebenen;2006;;108;Gut;Durchschnitt;1114;Sehr gut;NeuBerlin_A;3;Keine/Kaum;2008;2006;215;137068
1878;1 Ebene;1997;;167;Gut;Gut;995;Gut;NeuBerlin_B;5;Mittel;1998;2013;167;256500
1131;2 Ebenen;1981;;79;Durchschnitt;Durchschnitt;236;Durchschnitt;NeuBerlin_B;3;Keine/Kaum;1981;2011;134;118948
1857;1 Ebene;1979;;103;Durchschnitt;Durchschnitt;783;Durchschnitt;NeuBerlin_A;3;Keine/Kaum;1979;2013;103;96300
1966;1 Ebene;2008;;126;Gut;Durchschnitt;759;Gut;NeuBerlin_A;2;Keine/Kaum;2009;2007;126;123530
992;1 Ebene;2008;;139;Gut;Durchschnitt;324;Gut;NeuBerlin_B;2;Keine/Kaum;2009;2012;139;153679
1223;1 Ebene;1974;;97;Durchschnitt;Durchschnitt;858;Gut;NeuBerlin_B;3;Keine/Kaum;1974;2011;97;114542
1792;1,5 Ebenen;1952;;62;Durchschnitt;Gut;814;Durchschnitt;NeuBerlin_B;5;Keine/Kaum;2009;2007;85;77975
793;1 Ebene;1957;;127;Durchschnitt;Durchschnitt;1133;Durchschnitt;NeuBerlin_B;4;Keine/Kaum;1957;2006;127;83797
2257;2 Ebenen;1903;;64;Durchschnitt;Durchschnitt;1085;;NeuBerlin_C;1;Keine/Kaum;2003;2009;120;59079
1974;2 Ebenen;2007;;107;Gut;Durchschnitt;1070;Gut;NeuBerlin_A;4;Keine/Kaum;2007;2007;227;168133
340;1,5 Ebenen;1918;;81;Durchschnitt;Schlecht;1034;Durchschnitt;NeuBerlin_B;4;Keine/Kaum;1981;2009;121;66725
896;1 Ebene;1966;;92;Durchschnitt;Durchschnitt;1132;Gut;NeuBerlin_C;2;Keine/Kaum;1966;2007;92;82480
1644;2,5 Ebenen;1919;;75;Durchschnitt;Durchschnitt;892;Durchschnitt;NeuBerlin_C;2;Keine/Kaum;1953;2006;157;86191
2356;1 Ebene;1928;;102;Durchschnitt;Gut;601;Durchschnitt;NeuBerlin_C;2;Keine/Kaum;1983;2006;102;66139
1010;2 Ebenen;2006;;71;Gut;Durchschnitt;249;Gut;NeuBerlin_A;5;Keine/Kaum;2007;2010;151;117126
71;1 Ebene;1928;;92;Durchschnitt;Durchschnitt;615;Durchschnitt;NeuBerlin_C;2;Keine/Kaum;2002;2011;92;92114
2092;1 Ebene;2003;;152;Gut;Durchschnitt;484;Gut;NeuBerlin_A;1;Keine/Kaum;2003;2010;152;226697
564;1 Ebene;1962;Familienverkauf;159;Durchschnitt;Durchschnitt;840;Durchschnitt;NeuBerlin_B;1;Keine/Kaum;2008;2005;159;81877
1977;1 Ebene;1961;;84;Durchschnitt;Durchschnitt;757;Durchschnitt;NeuBerlin_B;2;Keine/Kaum;1988;2007;84;76135
1949;1,5 Ebenen;1935;;78;Durchschnitt;Durchschnitt;459;Durchschnitt;NeuBerlin_C;2;Keine/Kaum;2003;2011;141;127705
1332;1 Ebene;1971;;88;Durchschnitt;Durchschnitt;839;Durchschnitt;NeuBerlin_B;2;Keine/Kaum;1971;2007;88;81528
1012;1 Ebene;1974;;80;Durchschnitt;Durchschnitt;1053;Durchschnitt;NeuBerlin_B;5;Keine/Kaum;1974;2013;80;103500
56;1 Ebene;2005;;131;Gut;Durchschnitt;881;Gut;NeuBerlin_B;2;Keine/Kaum;2005;2006;131;113724
222;1 Ebene;1965;;98;Durchschnitt;Durchschnitt;746;Durchschnitt;NeuBerlin_C;2;Keine/Kaum;1965;2007;98;83749
400;2 Ebenen;2000;;87;Durchschnitt;Durchschnitt;833;Gut;NeuBerlin_B;4;Keine/Kaum;2001;2005;170;105593
1995;1 Ebene;1958;;107;Durchschnitt;Durchschnitt;689;;NeuBerlin_A;2;Keine/Kaum;1958;2008;107;41360
1967;1,5 Ebenen;1938;;48;Durchschnitt;Schlecht;684;Durchschnitt;NeuBerlin_B;4;Keine/Kaum;1985;2005;70;47714
1011;2 Ebenen;1979;;102;Durchschnitt;Durchschnitt;1049;Durchschnitt;NeuBerlin_B;1;Keine/Kaum;1979;2009;182;113989
2139;1 Ebene;1956;;210;Durchschnitt;Gut;2102;Gut;NeuBerlin_B;5;Keine/Kaum;1956;2007;210;137678
1499;1 Ebene;1995;;82;Durchschnitt;Durchschnitt;774;Gut;NeuBerlin_B;1;Keine/Kaum;1996;2011;82;119348
1915;1 Ebene;1921;;77;Durchschnitt;Gut;1033;Durchschnitt;NeuBerlin_C;5;Keine/Kaum;2003;2009;77;72285
472;1 Ebene;1997;;95;Durchschnitt;Durchschnitt;1425;Gut;NeuBerlin_B;3;Keine/Kaum;1997;2007;95;88507
463;2 Ebenen;1951;;74;Durchschnitt;Durchschnitt;1149;Durchschnitt;NeuBerlin_B;4;Keine/Kaum;2002;2011;142;122152
1231;1 Ebene;1961;;106;Durchschnitt;Durchschnitt;905;Gut;NeuBerlin_B;3;Mittel;1961;2012;106;96367
2498;2 Ebenen;1977;;119;Durchschnitt;Durchschnitt;1278;Durchschnitt;NeuBerlin_B;5;Keine/Kaum;1977;2011;192;165005
1543;1,5 Ebenen;1953;;91;Durchschnitt;Durchschnitt;707;Durchschnitt;NeuBerlin_C;1;Keine/Kaum;1953;2012;111;93396
2185;1 Ebene;1961;;145;Durchschnitt;Durchschnitt;814;Durchschnitt;NeuBerlin_B;5;Keine/Kaum;1961;2007;145;81592
2027;1 Ebene;2004;;143;Gut;Durchschnitt;1374;Gut;NeuBerlin_B;1;Keine/Kaum;2005;2006;143;122703
2178;2 Ebenen;2004;;81;Durchschnitt;Durchschnitt;1070;Durchschnitt;NeuBerlin_A;1;Keine/Kaum;2004;2010;166;168511
607;2 Ebenen;1981;;85;Durchschnitt;Durchschnitt;1121;Durchschnitt;NeuBerlin_C;1;Keine/Kaum;1981;2012;156;146462
2000;1 Ebene;1982;;120;Durchschnitt;Durchschnitt;1223;Gut;NeuBerlin_B;2;Keine/Kaum;1982;2008;120;123409
346;1,5 Ebenen;1943;;84;Durchschnitt;Durchschnitt;1218;Durchschnitt;NeuBerlin_B;2;Keine/Kaum;1999;2008;84;93145
2041;1 Ebene;1970;;92;Durchschnitt;Schlecht;1031;Durchschnitt;NeuBerlin_C;4;Keine/Kaum;2008;2010;92;109570
1591;2 Ebenen;2011;;95;Sehr gut;Durchschnitt;1103;Sehr gut;NeuBerlin_A;2;Keine/Kaum;2011;2011;186;248309
239;2 Ebenen;1952;;95;Durchschnitt;Durchschnitt;948;Durchschnitt;NeuBerlin_B;4;Keine/Kaum;1976;2005;160;77359
1219;1 Ebene;1965;;113;Durchschnitt;Durchschnitt;993;;NeuBerlin_B;2;Keine/Kaum;1965;2007;113;64588
1789;2 Ebenen;2007;;146;Gut;Durchschnitt;1121;Gut;NeuBerlin_A;4;Keine/Kaum;2008;2008;229;228661
99;1 Ebene;1964;;86;Durchschnitt;Durchschnitt;708;;NeuBerlin_B;5;Keine/Kaum;1964;2008;86;66580
1958;2 Ebenen;2007;;132;Gut;Durchschnitt;1323;Gut;NeuBerlin_A;2;Keine/Kaum;2007;2005;178;157543
1532;1,5 Ebenen;1918;;112;Schlecht;Schlecht;993;Durchschnitt;NeuBerlin_C;1;Keine/Kaum;1953;2013;129;90000
2490;1 Ebene;1971;;84;Durchschnitt;Durchschnitt;854;Durchschnitt;NeuBerlin_C;1;Keine/Kaum;1971;2005;84;65501
383;1 Ebene;1974;;113;Durchschnitt;Durchschnitt;1301;Durchschnitt;NeuBerlin_B;5;Keine/Kaum;1974;2008;113;114330
1368;1 Ebene;1955;;85;Durchschnitt;Durchschnitt;1579;Durchschnitt;NeuBerlin_C;3;Keine/Kaum;1955;2008;85;75659
87;2 Ebenen;1976;;44;Durchschnitt;Durchschnitt;175;Durchschnitt;NeuBerlin_B;3;Keine/Kaum;1976;2010;91;75565
2221;1 Ebene;1960;;86;Durchschnitt;Durchschnitt;607;Durchschnitt;NeuBerlin_C;4;Keine/Kaum;1960;2010;86;85011
1094;2 Ebenen;2001;;80;Durchschnitt;Durchschnitt;1046;Gut;NeuBerlin_B;2;Keine/Kaum;2001;2011;165;158517
66;1,5 Ebenen;1928;;69;Durchschnitt;Gut;754;Durchschnitt;NeuBerlin_C;3;Keine/Kaum;1953;2010;107;86144
1017;2 Ebenen;1923;;87;Durchschnitt;Durchschnitt;613;Durchschnitt;NeuBerlin_C;1;Keine/Kaum;2007;2007;140;87238
1841;2 Ebenen;2007;;80;Gut;Durchschnitt;932;Gut;NeuBerlin_B;1;Keine/Kaum;2007;2012;160;161320
2370;1 Ebene;1961;;124;Durchschnitt;Durchschnitt;1444;Durchschnitt;NeuBerlin_A;3;Keine/Kaum;1961;2012;124;116745
1271;2 Ebenen;1989;;144;Gut;Durchschnitt;1045;Durchschnitt;NeuBerlin_B;3;Keine/Kaum;1990;2007;253;190973
2183;1,5 Ebenen;1953;;71;Durchschnitt;Durchschnitt;812;Durchschnitt;NeuBerlin_B;3;Keine/Kaum;1953;2012;105;109103
1808;1 Ebene;1970;;83;Durchschnitt;Durchschnitt;622;Durchschnitt;NeuBerlin_C;5;Keine/Kaum;1970;2008;83;84402
1228;2 Ebenen;2007;;51;Gut;Durchschnitt;511;Gut;NeuBerlin_A;4;Keine/Kaum;2007;2007;102;94408
838;2 Ebenen;1915;;72;Gut;Gut;1297;Durchschnitt;NeuBerlin_C;2;Keine/Kaum;2012;2013;145;143910
2035;1 Ebene;1956;;87;Schlecht;Durchschnitt;601;Schlecht;NeuBerlin_C;5;Mittel;1956;2011;87;74492
491;1 Ebene;1965;;145;Durchschnitt;Durchschnitt;1168;Durchschnitt;NeuBerlin_A;1;Keine/Kaum;1965;2006;145;108936
1055;1 Ebene;1962;;116;Durchschnitt;Durchschnitt;803;Durchschnitt;NeuBerlin_B;4;Keine/Kaum;1962;2009;116;88411
2466;2 Ebenen;2007;;65;Gut;Durchschnitt;907;Sehr gut;NeuBerlin_A;4;Keine/Kaum;2007;2005;131;100511
1628;2 Ebenen;1996;;116;Gut;Durchschnitt;1318;Gut;NeuBerlin_A;4;Keine/Kaum;1996;2013;218;326250
1855;1 Ebene;1932;;66;Durchschnitt;Schlecht;1098;Durchschnitt;NeuBerlin_B;3;Keine/Kaum;1953;2006;66;40701
353;1 Ebene;1968;;160;Durchschnitt;Durchschnitt;1109;Durchschnitt;NeuBerlin_B;5;Keine/Kaum;1968;2010;160;109570
303;1 Ebene;1980;;84;Durchschnitt;Durchschnitt;1636;Gut;NeuBerlin_B;2;Keine/Kaum;1980;2008;84;87429
2016;1 Ebene;1970;;96;Schlecht;Durchschnitt;1158;Durchschnitt;NeuBerlin_B;3;Keine/Kaum;1970;2012;96;138396
320;1 Ebene;1964;;106;Durchschnitt;Durchschnitt;789;Durchschnitt;NeuBerlin_B;2;Keine/Kaum;1964;2010;106;105754
741;1 Ebene;1962;;106;Durchschnitt;Gut;824;Durchschnitt;NeuBerlin_B;5;Keine/Kaum;1962;2005;106;80747
1586;1,5 Ebenen;1913;;87;Durchschnitt;Gut;609;Durchschnitt;NeuBerlin_C;1;Keine/Kaum;1953;2013;156;103410
2246;1 Ebene;1963;;123;Durchschnitt;Durchschnitt;1236;Durchschnitt;NeuBerlin_B;1;Keine/Kaum;1963;2011;123;140975
946;2 Ebenen;1974;;102;Durchschnitt;Durchschnitt;1487;Durchschnitt;NeuBerlin_B;1;Keine/Kaum;1974;2005;185;107287
164;1,5 Ebenen;1953;;95;Durchschnitt;Durchschnitt;962;Durchschnitt;NeuBerlin_B;3;Keine/Kaum;1953;2009;116;66169
1194;1 Ebene;2007;;150;Gut;Durchschnitt;1619;Gut;NeuBerlin_A;3;Keine/Kaum;2007;2005;150;142297
1649;1,5 Ebenen;1928;Familienverkauf;73;Durchschnitt;Durchschnitt;708;Durchschnitt;NeuBerlin_B;3;Keine/Kaum;1953;2010;114;95968
2313;1,5 Ebenen;1923;;98;Durchschnitt;Durchschnitt;828;Durchschnitt;NeuBerlin_C;2;Keine/Kaum;1965;2013;115;90000
2294;1 Ebene;1997;;92;Durchschnitt;Durchschnitt;925;Gut;NeuBerlin_B;1;Keine/Kaum;1998;2009;92;80627
983;1 Ebene;1998;;196;Gut;Gut;1048;Gut;NeuBerlin_A;2;Keine/Kaum;1998;2009;196;194617
2230;2 Ebenen;1975;;67;Durchschnitt;Durchschnitt;751;Durchschnitt;NeuBerlin_B;2;Keine/Kaum;2007;2008;137;123745
59;1 Ebene;1971;;129;Durchschnitt;Schlecht;1201;Gut;NeuBerlin_C;2;Keine/Kaum;1971;2005;129;89726
551;1 Ebene;1965;;112;Durchschnitt;Durchschnitt;952;Durchschnitt;NeuBerlin_B;4;Keine/Kaum;1988;2005;112;83006
2416;2 Ebenen;2007;;106;Gut;Durchschnitt;965;Sehr gut;NeuBerlin_A;1;Keine/Kaum;2008;2007;229;201125
2263;1 Ebene;1928;;80;Durchschnitt;Durchschnitt;568;Durchschnitt;NeuBerlin_A;1;Keine/Kaum;1953;2010;80;74054
2083;1 Ebene;1959;;127;Durchschnitt;Durchschnitt;1004;Durchschnitt;NeuBerlin_B;4;Keine/Kaum;1959;2005;127;83571
1294;1 Ebene;1958;;76;Durchschnitt;Gut;824;Durchschnitt;NeuBerlin_C;4;Keine/Kaum;1998;2010;76;94457
1222;1,5 Ebenen;1941;;80;Durchschnitt;Durchschnitt;628;Durchschnitt;NeuBerlin_C;2;Keine/Kaum;1953;2007;131;79942
1593;1 Ebene;1957;;120;Durchschnitt;Durchschnitt;1138;Durchschnitt;NeuBerlin_C;4;Keine/Kaum;1998;2008;120;100879
798;1 Ebene;1980;;137;Gut;Gut;2008;Gut;NeuBerlin_C;4;Mittel;2004;2013;137;243000
2577;1 Ebene;1960;;84;Durchschnitt;Durchschnitt;865;Durchschnitt;NeuBerlin_B;4;Keine/Kaum;1960;2010;84;82372
2602;1,5 Ebenen;1931;;72;Durchschnitt;Durchschnitt;908;Schlecht;NeuBerlin_B;5;Keine/Kaum;1953;2012;72;64528
1590;1 Ebene;2006;;70;Gut;Durchschnitt;1204;Gut;NeuBerlin_A;5;Keine/Kaum;2006;2008;129;111304
600;1 Ebene;1982;;147;Durchschnitt;Gut;1709;Gut;NeuBerlin_B;5;Keine/Kaum;2001;2011;147;144980
2172;2 Ebenen;1980;;66;Durchschnitt;Durchschnitt;833;Gut;NeuBerlin_B;3;Keine/Kaum;1980;2008;133;105587
2062;1 Ebene;1939;;74;Schlecht;Schlecht;621;Durchschnitt;NeuBerlin_C;1;Keine/Kaum;1953;2011;74;48059
1869;2 Ebenen;1996;;84;Durchschnitt;Durchschnitt;768;Gut;NeuBerlin_A;2;Keine/Kaum;1997;2008;152;112985
121;1 Ebene;1963;;164;Durchschnitt;Schlecht;2176;;NeuBerlin_B;2;Keine/Kaum;2009;2011;164;92114
1620;1 Ebene;2000;;110;Durchschnitt;Durchschnitt;455;Sehr gut;NeuBerlin_B;1;Keine/Kaum;2000;2010;110;121283
1002;1 Ebene;1989;;116;Gut;Gut;1830;Gut;NeuBerlin_A;2;Keine/Kaum;1989;2010;116;136018
938;2 Ebenen;1917;;82;Durchschnitt;Durchschnitt;1318;Gut;NeuBerlin_B;2;Keine/Kaum;1953;2006;165;83130
2069;1 Ebene;1928;;62;Durchschnitt;Durchschnitt;855;Schlecht;NeuBerlin_B;2;Keine/Kaum;1953;2005;62;40656
578;2 Ebenen;1913;;105;Durchschnitt;Gut;1145;Gut;NeuBerlin_C;4;Keine/Kaum;1996;2011;187;134166
181;1 Ebene;1997;;92;Durchschnitt;Durchschnitt;883;Gut;NeuBerlin_B;5;Keine/Kaum;1997;2007;92;79942
1206;1 Ebene;1923;;91;Durchschnitt;Durchschnitt;795;Durchschnitt;NeuBerlin_B;2;Keine/Kaum;1997;2013;91;94500
473;1 Ebene;1980;;187;Durchschnitt;Durchschnitt;849;;NeuBerlin_B;3;Keine/Kaum;1980;2008;187;96844
1257;2 Ebenen;1972;;101;Durchschnitt;Durchschnitt;1115;Schlecht;NeuBerlin_B;4;Keine/Kaum;1972;2009;196;115046
2244;2 Ebenen;1965;;79;Durchschnitt;Durchschnitt;932;Durchschnitt;NeuBerlin_B;1;Keine/Kaum;1965;2009;159;95084
139;2 Ebenen;1979;;101;Durchschnitt;Gut;1039;Durchschnitt;NeuBerlin_B;1;Keine/Kaum;1979;2012;173;167688
257;1 Ebene;2004;;244;Sehr gut;Durchschnitt;1148;Sehr gut;NeuBerlin_A;2;Keine/Kaum;2005;2007;244;295977
201;1 Ebene;1959;;93;Durchschnitt;Durchschnitt;688;Durchschnitt;NeuBerlin_B;1;Keine/Kaum;1959;2007;93;83114
1498;1 Ebene;1962;;123;Durchschnitt;Gut;1694;Durchschnitt;NeuBerlin_A;5;Keine/Kaum;1962;2008;123;114330
2516;2 Ebenen;2005;;77;Gut;Durchschnitt;894;Gut;NeuBerlin_B;1;Keine/Kaum;2005;2011;154;156194
196;1 Ebene;1925;;75;Durchschnitt;Durchschnitt;368;Durchschnitt;NeuBerlin_B;2;Keine/Kaum;1953;2008;75;50574
1193;1 Ebene;2001;;132;Durchschnitt;Durchschnitt;877;Gut;NeuBerlin_B;2;Keine/Kaum;2001;2005;132;108981
